country,Period,maxTemp,minTemp,temp,WindChill,HeatIndex,Precipitation,Snow,SnowDepth,WindSpeed,WindGust,Visibility,CloudCover,relHumidity
estonia,10/15/2020 01:00:00,9,3,6.1,-0.8,,14.1,,,27.3,68.4,10.1,80.4,78.7
estonia,10/19/2020 01:00:00,12,0,5.3,-4.1,,26.02,,,33,72,8.3,84.9,87.89
estonia,10/23/2020 01:00:00,11,2.3,8.1,0.5,,23.01,,,27.5,61.2,9.4,86.7,89.88
estonia,10/27/2020 00:00:00,13,5,9.3,4.1,,18.28,,,24.4,43.2,7,73.8,93.75
estonia,10/31/2020 00:00:00,13,4,7.8,1.1,,3.71,,,34.8,64.8,8.7,83.8,89.2
estonia,11/04/2020 00:00:00,12,5.9,8.8,2.2,,7.4,,,42.5,82.8,9.5,45.3,86.93
estonia,11/08/2020 00:00:00,9,1.1,6.1,-1.1,,3,,,25.2,46.8,10,73,83.52
estonia,11/12/2020 00:00:00,7,1,3.2,-3,,0,,,17.9,36,10,96.4,86.03
estonia,11/16/2020 00:00:00,11,2,6.8,-2.9,,16.6,,,39.9,79.2,8.6,98.2,90.93
estonia,11/20/2020 00:00:00,7,0,4.3,-5.3,,31.7,,,35.7,86.4,9.9,72.6,84.58
estonia,11/24/2020 00:00:00,8,0.1,4.4,-4.4,,11.92,,,25.9,64.8,9.3,84.2,86.8
estonia,11/28/2020 00:00:00,4,-1.9,1,-4.9,,8.6,,,20.5,50.4,9.7,80.4,91.49
estonia,12/02/2020 00:00:00,4,-3.9,0.4,-9.1,,3,,,25,43.2,9.7,84.1,86.39
estonia,12/06/2020 00:00:00,3,-8.5,-1.9,-13.6,,1.21,,,24.1,50.4,10.1,26.6,71.03
estonia,12/10/2020 00:00:00,1,-9.2,-3.8,-15,,0.4,,,16.7,39.6,9.9,75,87.94
estonia,12/14/2020 00:00:00,6,-3,0.4,-7,,14.1,,,28,54,7.4,91.4,95.57
estonia,12/18/2020 00:00:00,6,1,3.3,-4.2,,11.91,,,24.2,50.4,7,97.9,96.97
estonia,12/22/2020 00:00:00,4,0,1.9,-4.6,,13.97,,,20.8,54,7.5,94.9,95.05
estonia,12/26/2020 00:00:00,1,-3.9,-0.8,-10.2,,0.7,,,29,57.6,9.7,79.4,89.36
estonia,12/30/2020 00:00:00,3,-2.1,0.9,-5.8,,1.1,,,24.1,612,13,97.3,94.39
mexico,01/01/2020 00:00:00,26,-0.3,15.1,6.4,,0,,,33.5,48.2,13.5,47.2,50.22
mexico,01/05/2020 00:00:00,27,0,12.7,0.7,26,0,,,24.1,18,12,20.1,42.67
mexico,01/09/2020 00:00:00,24,1.1,14.4,-0.2,,0,,,22.3,18,12.2,22.2,46.7
mexico,01/13/2020 00:00:00,27,4.1,15.3,6.1,26.3,0,,,24.1,28.8,10.3,37.8,58.56
mexico,01/17/2020 00:00:00,25,3,13.6,2.5,,107.92,,,27.7,28.8,11,72.2,66.47
mexico,01/21/2020 00:00:00,27,1.1,13,1,26.6,0.4,,,27.7,25.2,10.3,48,60.16
mexico,01/25/2020 00:00:00,29,-2.6,15.2,6.4,27.5,0,,,27.7,39.6,13.5,42.4,47.96
mexico,01/29/2020 00:00:00,28,1,15.4,2.2,26.8,0,,,27.7,40.7,14.4,56,42.96
mexico,02/02/2020 00:00:00,28,6.1,15.6,7.1,27.3,3.97,,,32.9,48.2,14.6,69.1,56.31
mexico,02/06/2020 00:00:00,28,3.7,17.5,6,26.8,0,,,33.1,39.6,14.9,42.6,41.1
mexico,02/10/2020 00:00:00,29,3,17.5,4.5,28,0,,,25.9,39.6,11.8,17.3,50.51
mexico,02/14/2020 00:00:00,30,2.5,17,3.3,28.3,28.5,,,26.3,25.2,11.2,33,51.4
mexico,02/18/2020 00:00:00,31.9,3,18.3,1.6,29.8,0,,,27.7,36,11.6,8.3,42.61
mexico,02/22/2020 00:00:00,29,4.1,18.2,2.9,27.8,0,,,29.5,55.4,11.7,20.9,46.32
mexico,02/26/2020 00:00:00,30,3.8,16.5,0.7,28.3,0,,,29.5,32.4,11.5,22.7,46.22
mexico,03/01/2020 00:00:00,34,4.1,19.7,,31.8,0,,,27.7,43.2,13,19.5,41.18
mexico,03/05/2020 00:00:00,31.9,3.1,15.8,1.7,29.8,3,,,24.1,29.5,9.6,69.2,50.95
mexico,03/09/2020 00:00:00,30,5.1,18.5,7.3,28.3,13,,,27.6,46.4,10.3,46.3,45.8
mexico,03/13/2020 00:00:00,33,6.1,19.5,5.1,31.1,6.3,,,31.7,51.8,11.9,54,45.62
mexico,03/17/2020 00:00:00,30,4.1,18.1,5.1,29.1,34.3,,,26.7,172.8,11.1,42.9,53.93
mexico,03/21/2020 00:00:00,31,6.1,18.3,7.6,29.8,0.5,,,27.7,53.6,11.5,22.8,47.36
mexico,03/25/2020 00:00:00,34,6.1,21.3,6.3,31.6,0,,,33.5,36,11.3,6.5,30.94
mexico,03/29/2020 00:00:00,33,6.1,19.9,5.1,30.8,1.8,,,29.8,32.4,10.5,20.7,41.07
mexico,04/02/2020 00:00:00,31,7.1,19.6,5.7,29.7,32.9,,,34.5,27.7,11.5,54.2,50.97
mexico,04/06/2020 01:00:00,34,7.1,20.8,,31.8,0.2,,,34.8,32.4,11.2,53.7,41.41
mexico,04/10/2020 01:00:00,30.2,5.1,21.8,4,28.5,0,,,56,50.4,12.6,28.4,30.42
mexico,04/14/2020 01:00:00,31.9,6.1,21.2,,30.1,0,,,28.5,32.4,9.9,37.2,39.53
mexico,04/18/2020 01:00:00,33,9,21.4,,31.7,14.6,,,29.2,33.5,9.5,45.1,49.69
mexico,04/22/2020 01:00:00,33,9,19.6,8.5,31.4,27.01,,,42.2,36,10.2,52.5,53.07
mexico,04/26/2020 01:00:00,33,7.1,19.5,,31.3,2.83,,,38.9,28.8,11.7,51.2,47.32
mexico,04/30/2020 01:00:00,33,5,17.6,,30.8,3.33,,,34.9,25.2,12.7,32,51.85
mexico,05/04/2020 01:00:00,33,6.1,18.8,5.1,31.4,27.6,,,33.4,27.7,11.8,59,50.59
mexico,05/08/2020 01:00:00,30,7,16.8,5.7,28.9,5.43,,,35.2,32.4,10,58.9,62.25
mexico,05/12/2020 01:00:00,34,6.1,20.2,6.3,31.9,0.21,,,25.8,32.4,10.7,39.9,41.68
mexico,05/16/2020 01:00:00,35,5,19.7,6.3,32.3,6.96,,,28.9,36,11.4,39.6,39.96
mexico,05/20/2020 01:00:00,35,6.1,20.7,6.3,32.7,0,,,33.5,32.4,9.4,39.9,38.81
mexico,05/24/2020 01:00:00,30.3,4.1,20.4,8.9,28.4,0,,,35.3,36,10.7,22.2,33.76
mexico,05/28/2020 01:00:00,29.9,6.1,16.8,3.7,28,11.26,,,36.9,55.4,10.9,56.2,56.62
mexico,06/01/2020 01:00:00,31.9,8.1,18.5,7.4,30.5,0,,,31.4,25.2,12.9,50.2,56.63
mexico,06/05/2020 01:00:00,30.3,8,20.2,8.1,29.1,23.1,,,35,35.3,13,50.2,56.18
mexico,06/09/2020 01:00:00,29,10.2,19.3,,27.6,27.2,,,38.7,28.8,13.7,67.2,54.32
mexico,06/13/2020 01:00:00,33,6.5,18.8,7.5,31.3,0,,,35.3,21.6,12.6,12.4,44.88
mexico,06/17/2020 01:00:00,31.9,8.8,20.5,,30.7,27.33,,,33.5,44.6,12.7,54.2,51.48
mexico,06/21/2020 01:00:00,26,10.7,17.9,,,23.3,,,29.2,25.2,11.5,79.5,65.88
mexico,06/25/2020 01:00:00,27,7.1,18.9,,27.2,5.2,,,33.3,51.7,13.2,58.4,59.28
mexico,06/29/2020 01:00:00,28,7.9,19.6,,28.2,75.25,,,29.5,18,12.2,65.4,58.17
mexico,07/03/2020 01:00:00,26.1,11,17.7,,,50.44,,,35.9,40.7,10.8,72.6,64.33
mexico,07/07/2020 01:00:00,26,9,17,6.8,,32.41,,,33.5,46.4,13.5,68.4,67.75
mexico,07/11/2020 01:00:00,27,7.1,18.3,,26.4,24.82,,,40.4,37.1,12.9,64.3,59.65
mexico,07/15/2020 01:00:00,25.7,8.1,18.4,6.8,,37.91,,,36.9,18,11.4,51.2,58.75
mexico,07/19/2020 01:00:00,29,7,17.8,,28.3,73.59,,,36,14.4,11.2,66.7,63.7
mexico,07/23/2020 01:00:00,25.9,10.1,18.1,,,38.9,,,33.4,14.4,10.6,70.4,64.44
mexico,07/27/2020 01:00:00,26,9.4,17.8,,,46.46,,,31.7,36,12.5,70,67.48
mexico,07/31/2020 01:00:00,27,11,17.3,,27.4,95.03,,,36.9,21.6,9.5,79.9,73.91
mexico,08/04/2020 01:00:00,27,10.1,18.6,,27.9,75.74,,,33.5,37.1,12,70.4,62.97
mexico,08/08/2020 01:00:00,28,10.1,17.3,,28.5,42.56,,,27.9,25.2,11.7,72.9,72.05
mexico,08/12/2020 01:00:00,26.9,7,17,,27,35.34,,,58.1,32.4,11.4,75,62.61
mexico,08/16/2020 01:00:00,28,7.6,16.8,,27.8,22.6,,,25.5,40.6,11.2,72,69.36
mexico,08/20/2020 01:00:00,28,8,18.2,,30,22.6,,,26.5,21.6,11.4,47.7,62.73
mexico,08/24/2020 01:00:00,27,10.5,17.5,,27.4,29.26,,,33.5,32.4,12.2,74.7,72.75
mexico,08/28/2020 01:00:00,27,9.1,18.2,8,27.9,31.3,,,37.1,25.2,12.6,72.2,66.47
mexico,09/01/2020 01:00:00,27,7.1,18.2,6.3,27.4,26.4,,,31.7,40.7,13.3,46.1,60.14
mexico,09/05/2020 01:00:00,27,10.7,17.3,,27.9,50.4,,,38.6,21.6,11.7,76.9,68.69
mexico,09/09/2020 01:00:00,26,11.1,18,,,71.22,,,27.7,37.1,10.5,82.8,69.58
mexico,09/13/2020 01:00:00,25,9.1,17.3,7.6,,66.04,,,27,40.7,10.6,70.1,70.09
mexico,09/17/2020 01:00:00,26,11,16.4,,,67.95,,,22.3,28.8,10.2,81.5,75.03
mexico,09/21/2020 01:00:00,25,9.1,17.3,,,30.97,,,29.3,21.6,9,78,70.47
mexico,09/25/2020 01:00:00,26,8.4,17.3,,,107.29,,,40.5,,8.6,67.3,70.19
mexico,09/29/2020 01:00:00,25,4.9,14.3,2.7,,3.4,,,27.7,28.8,12.8,47.6,58.84
mexico,10/03/2020 01:00:00,23.4,4.1,14.6,2.2,,0,,,29,28.8,12.4,33.1,51.75
mexico,10/07/2020 01:00:00,28,3,16.6,3.5,28.8,20.1,,,20.2,21.6,13,42,56.03
mexico,10/11/2020 01:00:00,27.8,8,17.3,8.6,27.9,9.6,,,42.5,28.8,10.1,67,66.94
mexico,10/15/2020 01:00:00,27,4.9,16.2,3.7,27.1,24.1,,,29.5,21.6,12.1,40.4,62.38
mexico,10/19/2020 01:00:00,27,7,16.7,6.2,27.4,2.3,,,25.8,21.6,11.8,50.2,58.16
mexico,10/23/2020 01:00:00,27,3,16.2,3.9,26.9,0,,,29.5,10.8,13.2,27.6,43.06
mexico,10/27/2020 00:00:00,28,7,17.3,6.8,28,0,,,22.3,28.8,10.6,53.5,55.41
mexico,10/31/2020 00:00:00,25.9,4.1,13.7,0.9,,0,,,29.5,28.8,14,25.5,55.84
mexico,11/04/2020 00:00:00,28,1.1,13.6,2.1,26.9,0,,,20.4,18,9.9,29,61.05
mexico,11/08/2020 00:00:00,26.1,6,17.8,8.7,,0,,,20.4,18,11,12.3,48.74
mexico,11/12/2020 00:00:00,27.1,3,17,7.5,26.2,0,,,35.3,38.9,11.7,8.2,47.52
mexico,11/16/2020 00:00:00,29,1,13.8,-0.7,27.5,0,,,27.7,37.1,13.9,53,61.4
mexico,11/20/2020 00:00:00,29,1.1,14.3,-0.6,28.2,1,,,24.1,21.6,12.5,49.6,60.18
mexico,11/24/2020 00:00:00,30,2,17.1,6.1,28.3,0,,,18.4,18,12.7,13.8,39.43
mexico,11/28/2020 00:00:00,29,4,15.8,2.7,27.9,1,,,25.9,36,10.5,49.1,53.28
mexico,12/02/2020 00:00:00,27,1.1,15.3,7.9,26.5,0.6,,,25.9,32.4,14.5,56.9,53.55
mexico,12/06/2020 00:00:00,22,1.1,14.3,1,,0.5,,,22.3,28.8,10.6,70.4,58.44
mexico,12/10/2020 00:00:00,28,2.5,15.9,1,27.2,0.3,,,24.1,40.7,11.4,41.8,55.97
mexico,12/14/2020 00:00:00,27,1.5,15.1,5.1,26.6,3,,,25.7,39.6,10.4,34.3,56.07
mexico,12/18/2020 00:00:00,28,3.1,15.8,0.5,27.1,3.5,,,18.9,37.1,10.4,53.9,54.93
mexico,12/22/2020 00:00:00,28,3,15.4,1.9,27.3,0,,,24.1,25.2,8.6,30,55.54
mexico,12/26/2020 00:00:00,28,-1,13.7,-3,26.7,0,,,20.5,36,11.9,7.4,46.37
mexico,12/30/2020 00:00:00,25,-4.5,14,-3,,0,,,25.1,44.6,14.3,6,39.27
netherlands,01/01/2020 00:00:00,9.9,0.1,5.2,-4.5,,3.55,,,35.7,53.6,7,62.6,92.12
netherlands,01/05/2020 00:00:00,11.7,3.7,7.6,0.3,,2.28,,,36.5,,12.9,58.5,90.15
netherlands,01/09/2020 00:00:00,12.1,2.6,8.1,-0.6,,7.91,,,40.9,66.6,15,63.6,86.68
netherlands,01/13/2020 00:00:00,12.8,3.8,8.6,0.4,,9.01,,,51.9,76,19.1,55.7,85.56
netherlands,01/17/2020 00:00:00,10,-0.3,5.8,-2.5,,6.59,,,38.2,61.2,16.5,48.4,84.2
netherlands,01/21/2020 00:00:00,7.2,0.4,4.4,-3.9,,1.5,,,19.2,7.2,4.1,66.3,94.52
netherlands,01/25/2020 00:00:00,9.1,1.1,5.4,-4,,20.06,,,44.7,64.8,10.7,60.9,88.81
netherlands,01/29/2020 00:00:00,11.9,5.3,8.9,0,,3.92,,,42.9,57.6,14.4,60.6,84.56
netherlands,02/02/2020 00:00:00,10.2,0,7.1,-0.1,,9.41,,,44.7,57.6,12.9,54.6,83.92
netherlands,02/06/2020 00:00:00,11.2,0.9,6.4,-2,,12.23,,,65.6,100.1,13.8,46.7,83.23
netherlands,02/10/2020 00:00:00,10,2.3,6.3,-1.5,,14.3,,,61.2,83.5,15.6,56.1,72.3
netherlands,02/14/2020 00:00:00,13.8,6,9.2,0.6,,20.46,,,58.4,90,16.3,57.6,80.42
netherlands,02/18/2020 00:00:00,9.9,5.2,7.4,0.1,,14.99,,,43.9,63,14.6,53.7,78.26
netherlands,02/22/2020 00:00:00,11.6,3.4,8,-1,,48.86,,,59.5,90.7,14.2,54.2,81.76
netherlands,02/26/2020 00:00:00,11.8,1.6,5.2,-3.5,,27.84,,,48.3,70.6,17.2,52.8,83.37
netherlands,03/01/2020 00:00:00,9,1.3,5.6,-2.6,,9.35,,,47.7,64.8,18.7,43.8,83.48
netherlands,03/05/2020 00:00:00,10.8,1.6,6.9,-0.9,,21.08,,,39.3,39.6,15,57.5,83.21
netherlands,03/09/2020 00:00:00,12.3,6.2,9.4,1.5,,17.61,,,51.1,74.2,14.7,55.1,81.71
netherlands,03/13/2020 00:00:00,11.3,1.1,7.7,-1.2,,3.91,,,46.6,63,16.9,58.6,81.46
netherlands,03/17/2020 00:00:00,12.4,3.2,8.3,0.2,,0.1,,,34,32.4,18.6,66.6,78.48
netherlands,03/21/2020 00:00:00,11,0.2,5.3,-4.9,,0,,,34.6,36,28,7.1,50.77
netherlands,03/25/2020 00:00:00,13.2,0.8,7.1,-2.9,,0,,,33.7,48.2,19.3,12,54.14
netherlands,03/29/2020 00:00:00,8.8,-2.1,4.4,-5.9,,2,,,45.8,72.4,24.1,31.9,68.22
netherlands,04/02/2020 01:00:00,19.8,2,9,-0.6,,3.2,,,35.7,,20.8,31.6,64.25
netherlands,04/06/2020 01:00:00,21,4.7,13.3,6.5,,0.4,,,36.5,32.4,16.2,36,66.49
netherlands,04/10/2020 01:00:00,20.7,5.5,11.2,2.2,,0.1,,,32.1,37.1,19.9,58,58.87
netherlands,04/14/2020 01:00:00,18.7,1.2,9.2,-0.8,,0.2,,,28.9,43.2,17.8,45.5,66.77
netherlands,04/18/2020 01:00:00,18.7,6.3,12.4,2.1,,0.5,,,41.2,59.4,24.3,20.8,52.02
netherlands,04/22/2020 01:00:00,22.6,5.6,13,4,,0,,,32.1,25.2,23.8,41.9,57
netherlands,04/26/2020 01:00:00,18.5,2.6,10.1,0.9,,7.89,,,29.4,48.2,14.1,47.1,79.38
netherlands,04/30/2020 01:00:00,15.6,6.6,10.9,5.5,,16.21,,,37.3,50,19.7,55,77.48
netherlands,05/04/2020 01:00:00,18.4,4,10.8,1.9,,0.3,,,24.7,32.4,23.1,19.2,66.64
netherlands,05/08/2020 01:00:00,23.1,5.7,13.5,2.3,,0.1,,,41.2,63,17,51.2,62.15
netherlands,05/12/2020 01:00:00,13.7,1,8,-1.4,,2.33,,,27.5,,27.5,33.4,64.98
netherlands,05/16/2020 01:00:00,19,5.7,13.2,5.1,,0,,,29.1,10.8,21.7,45.6,71.1
netherlands,05/20/2020 01:00:00,25.8,11,17.4,,,0.2,,,43.9,61.2,19.2,53,65.31
netherlands,05/24/2020 01:00:00,22.3,8.8,14.9,,,2.51,,,32.1,25.2,17.1,33.9,73.67
netherlands,05/28/2020 01:00:00,22.8,8,16.1,5.7,,0,,,30.1,39.6,24.7,16.5,58.01
netherlands,06/01/2020 01:00:00,25.2,9.5,16.6,8,,4.06,,,29.1,43.2,22.5,70.8,69.13
netherlands,06/05/2020 01:00:00,16.6,7.6,12,5.6,,35.6,,,46.6,64.8,21.4,53.3,75.55
netherlands,06/09/2020 01:00:00,25.5,7.5,15.4,6.2,,9.05,,,44.2,72.4,19.4,41.9,73.8
netherlands,06/13/2020 01:00:00,25.1,15.1,18.4,,,14.59,,,25.5,7.2,17.9,65.8,79.4
netherlands,06/17/2020 01:00:00,23.3,12.9,17.8,,,11.49,,,27.5,25.2,19.5,43.8,76.3
netherlands,06/21/2020 01:00:00,28.6,11.5,19.4,,28.2,0.1,,,29.1,36,22.8,35,64.33
netherlands,06/25/2020 01:00:00,29.8,15.4,21.5,,29.2,15.35,,,42.9,57.6,23.5,31.8,64.3
netherlands,06/29/2020 01:00:00,19.9,14,16.8,,,11.15,,,42,61.2,17.8,57,75.48
netherlands,07/03/2020 01:00:00,20.6,11.6,16.8,,,14.18,,,47.5,66.6,14.9,55.3,77.14
netherlands,07/07/2020 01:00:00,17.9,10.4,15.1,,,27.75,,,30.1,40.7,15.4,55.2,86.43
netherlands,07/11/2020 01:00:00,21.9,9.4,15.9,,,1.46,,,25.5,7.2,27.4,44.4,72.17
netherlands,07/15/2020 01:00:00,23.9,11.6,17.4,,,3.72,,,25.5,36,22.4,52.5,78.61
netherlands,07/19/2020 01:00:00,22.5,10.5,15.9,,,2.49,,,24.7,33.5,25,39.4,72.38
netherlands,07/23/2020 01:00:00,22.1,13.1,18.2,,,17.37,,,32.9,25.2,23.9,62,75.5
netherlands,07/27/2020 01:00:00,24.5,10.9,17.6,,,3.97,,,36.7,36,25.6,52.5,69.58
netherlands,07/31/2020 01:00:00,31.1,12.4,19.5,,30.7,4.15,,,23.9,21.6,24.6,43.1,71.58
netherlands,08/04/2020 01:00:00,32.7,10.2,21.2,,31.8,0,,,27.5,10.8,27.9,28.4,61.58
netherlands,08/08/2020 01:00:00,33.1,18,26.1,,33.8,0,,,26.4,3.6,24.8,56.6,60.7
netherlands,08/12/2020 01:00:00,31,19.8,24.5,,32.3,2.6,,,23.9,21.6,15,57.7,72.64
netherlands,08/16/2020 01:00:00,29,15.3,20.7,,30.4,44.8,,,31.1,28.8,17.3,49.8,78.96
netherlands,08/20/2020 01:00:00,27.7,15.5,21,,29,11.59,,,44.7,57.6,21.2,50.6,73.48
netherlands,08/24/2020 01:00:00,20.1,11.4,16.8,,,19.66,,,65.6,90.3,16,55.2,81.15
netherlands,08/28/2020 01:00:00,18.9,11.5,15.6,,,45.31,,,36,54,23.1,52.1,79.38
netherlands,09/01/2020 01:00:00,20.6,8.7,15.5,7.9,,20.33,,,32.1,21.6,20.1,49.1,80.98
netherlands,09/05/2020 01:00:00,20.3,10.4,15.6,,,18.18,,,31.1,36,21.7,51.8,80.93
netherlands,09/09/2020 01:00:00,20,10,15.5,,,1.08,,,32.9,28.8,19.3,49.6,80.24
netherlands,09/13/2020 01:00:00,30.5,12.1,19.2,,31.8,0,,,24.7,18,15.2,40.9,79.27
netherlands,09/17/2020 01:00:00,20.8,9.1,15,6.5,,0,,,28.3,48.2,26.7,12.1,65.75
netherlands,09/21/2020 01:00:00,23.3,7.5,15.3,,,28.28,,,40.1,50.4,17.9,27.8,78.9
netherlands,09/25/2020 01:00:00,16.7,7.4,13.3,5.5,,29.07,,,38.2,59.4,16,58,87.14
netherlands,09/29/2020 01:00:00,18.3,8.1,14.3,6.2,,10.51,,,33,21.6,16.1,64.6,87.1
netherlands,10/03/2020 01:00:00,14.7,9.5,12.4,7.8,,52.63,,,43.9,63,18.8,58.6,87.1
netherlands,10/07/2020 01:00:00,16.6,6.2,11.9,3.8,,37.72,,,43.9,66.6,22.2,60.3,82.81
netherlands,10/11/2020 01:00:00,14,5.9,10.1,3.8,,9.86,,,32.1,50,23,57.6,81.72
netherlands,10/15/2020 01:00:00,13.1,5.8,9.4,4.3,,2.97,,,21.9,25.2,23,61.5,80.95
netherlands,10/19/2020 01:00:00,19.1,6.2,12.3,5,,13.01,,,57.6,87.1,20.5,67.6,84.99
netherlands,10/23/2020 01:00:00,16.7,7.8,12,5.6,,12.91,,,44.7,57.6,22.3,61,85.69
netherlands,10/27/2020 00:00:00,15.7,8.2,11.6,4.8,,25.95,,,42,61.2,15.4,66.3,85.33
netherlands,10/31/2020 00:00:00,18,6.5,13.2,3.5,,9.96,,,55.7,85.3,16.7,63.5,82.11
netherlands,11/04/2020 00:00:00,12.8,3.4,7.9,0.9,,0,,,18.2,46.8,17.7,35,83.85
netherlands,11/08/2020 00:00:00,17,4.3,11.2,2.3,,0.1,,,21.1,21.6,9.8,69.8,91.58
netherlands,11/12/2020 00:00:00,15.1,6.2,10.9,2.8,,15.71,,,41.4,57.6,17.8,69,87.58
netherlands,11/16/2020 00:00:00,14.5,4,11.1,2,,9.32,,,41.2,57.6,17.1,67.2,81.84
netherlands,11/20/2020 00:00:00,11.7,3.9,8,0.6,,5.25,,,32.9,36,22.1,64.2,80.74
netherlands,11/24/2020 00:00:00,10.1,4.1,7.5,0.1,,4.79,,,24.7,21.6,12.6,82.7,90.55
netherlands,11/28/2020 00:00:00,10.1,-2,4.9,-5.6,,17.73,,,34,32.4,7.3,69,90.88
netherlands,12/02/2020 00:00:00,7.1,-0.1,4.9,-3.4,,7.07,,,38.2,59.4,19.2,68.6,87.18
netherlands,12/06/2020 00:00:00,6.4,-0.9,2.8,-5.8,,12.61,,,23.9,32.4,7.6,78.7,92.87
netherlands,12/10/2020 00:00:00,8.8,0.1,4.1,-5.4,,5.73,,,32.1,39.6,7.9,76.9,92.34
netherlands,12/14/2020 00:00:00,11.2,5.1,8.4,0.9,,8.06,,,32.1,50,13.9,72.1,92.17
netherlands,12/18/2020 00:00:00,11.9,5,8,1.6,,17.39,,,32.1,43.2,16.6,69.3,89.29
netherlands,12/22/2020 00:00:00,12.8,0.4,7.5,-1.8,,58.03,,,46.6,63,17.8,68.8,89.04
netherlands,12/26/2020 00:00:00,7.1,2.2,4.6,-1.7,,19.38,,,57.6,81.7,12.7,75.5,89.92
netherlands,12/30/2020 00:00:00,6.1,-1.4,2.8,-4.4,,1.3,,,42.5,828,8.5,62.1,93.05
sweden,01/01/2020 00:00:00,7.9,0.8,4.5,-4.6,,0,,,32.3,51.8,24.1,4.6,68.05
sweden,01/05/2020 00:00:00,10,-1.3,4.4,-5.7,,0,,,28.7,50,21.1,8.3,82.08
sweden,01/09/2020 00:00:00,8.1,-2.7,2.8,-5,,0,,,26.8,64.8,18.7,6.8,82.57
sweden,01/13/2020 00:00:00,10.8,0.9,5.1,-3.2,,0,,,32,61.2,19.7,8.4,82.56
sweden,01/17/2020 00:00:00,6.7,1.1,4.2,-2.5,,0,,,28.7,32.4,21.4,7.1,82.19
sweden,01/21/2020 00:00:00,7.9,-1.3,4.5,-4.3,,0,,,33.3,42.5,26.7,2.1,72.34
sweden,01/25/2020 00:00:00,6.7,0.9,4.3,-1.8,,0,,,28.7,48.2,19.1,9.1,84.58
sweden,01/29/2020 00:00:00,8.7,1.5,3.7,-1.2,,0,,,20.3,7.2,18.4,10.2,90.69
sweden,02/02/2020 00:00:00,6.3,-3.4,0.9,-7.6,,0,,,29.2,28.8,24.6,3.4,75.7
sweden,02/06/2020 00:00:00,6.3,-3.3,1.9,-4.3,,0,,,39.9,63,22.5,8.5,83.29
sweden,02/10/2020 00:00:00,7.1,-0.5,3.5,-4.4,,0,,,36.6,64.8,23.3,6.1,76.14
sweden,02/14/2020 00:00:00,9.8,-2.2,4.3,-2.5,,0,,,33,64.8,24,8,78.14
sweden,02/18/2020 00:00:00,7.7,-0.9,4.7,-2.1,,0,,,33.3,55.4,21.6,7.3,74.64
sweden,02/22/2020 00:00:00,8.9,-0.9,3.7,-4,,0,,,38.5,66.6,25.5,4.5,67.32
sweden,02/26/2020 00:00:00,4,-2.7,-0.1,-7.6,,0.1,,,27.5,50,21.5,10.3,75.79
sweden,03/01/2020 00:00:00,7.2,0.8,3.6,-3.2,,0,,,22,,15.6,9.9,88.87
sweden,03/05/2020 00:00:00,7.6,-1.6,2.5,-3.2,,0,,,29.2,50,18.7,6.3,85.38
sweden,03/09/2020 00:00:00,9.9,1.1,5.1,-1.8,,0.2,,,29.7,10.8,17.1,9.3,84.02
sweden,03/13/2020 00:00:00,6.4,-4,2.2,-10.3,,0,,,33,55.4,25.3,4.8,58.53
sweden,03/17/2020 00:00:00,9.2,-0.6,4.6,-2.7,,0,,,28.2,50,24.3,5.6,70.42
sweden,03/21/2020 00:00:00,8.1,-4.9,1.7,-6.2,,0,,,24.6,14.4,27.4,1.7,56.91
sweden,03/25/2020 00:00:00,12,0.5,6,-3.9,,0,,,23.2,25.2,23.8,2.8,44.97
sweden,03/29/2020 00:00:00,9.9,-4.8,2.4,-7.9,,0,,,28.7,46.4,26.4,3,51
sweden,04/02/2020 01:00:00,9.7,-1.3,4.4,-6.5,,0,,,42.3,74.2,25.5,4.7,56.82
sweden,04/06/2020 01:00:00,14.7,3.9,8.7,1.9,,0,,,31.3,50,22.3,2.8,55.11
sweden,04/10/2020 01:00:00,13.3,1.5,6.3,-3.7,,0,,,34.9,51.8,25.7,6.4,56.51
sweden,04/14/2020 01:00:00,15.3,1.6,7.2,-3.4,,0,,,39.5,59.4,26,5,48.96
sweden,04/18/2020 01:00:00,17.1,1.5,8.8,-2,,0,,,26.6,,27,3.3,51.69
sweden,04/22/2020 01:00:00,17,4.8,9.6,2.3,,0,,,19.9,32.4,27.4,8,52.73
sweden,04/26/2020 01:00:00,10.3,-0.6,4.5,-3.8,,3.8,,,22,35.3,23.9,19.7,65.76
sweden,04/30/2020 01:00:00,15.2,-0.4,7.9,0.6,,0,,,27.2,38.9,22.1,9.5,76.72
sweden,05/04/2020 01:00:00,14.7,3.7,8.5,0.6,,0,,,21.3,40.7,25.8,5.5,63.52
sweden,05/08/2020 01:00:00,16.4,2,8.8,-2.8,,0,,,30.4,48.2,24.8,4,61.26
sweden,05/12/2020 01:00:00,11.8,2,5.9,-2.8,,0,,,26.6,14.4,25.1,7.1,67.85
sweden,05/16/2020 01:00:00,14.2,3.2,8.3,0.5,,0,,,28.7,35.3,26.6,5.8,63.24
sweden,05/20/2020 01:00:00,17.4,3.7,10.4,2.9,,0,,,26.3,42.5,26.1,4.4,53.4
sweden,05/24/2020 01:00:00,22.4,6.9,13.6,5.2,,0.1,,,23.2,35.3,20.9,4.4,65.19
